,day,drivingDistance,drivingTime,endLatitude,endLongitude,geoDistance,hour,label,minute,month,passengerCount,profit,rain,second,snow,startLatitude,startLongitude,temperature,tripDuration,vendorId,year,dayName,dayPeriod,flag,id,season
14,4.0,2.028798,135.0,40.76177978515625,-73.96928405761719,1.348908918240885,10.0,34.0,27.0,1.0,1.0,7.571995,0.0,22.0,0.0,40.75142288208008,-73.97763061523438,0.7900488488989267,308.0,1.0,2016.0,,,,,
15,11.0,1.565784,105.0,40.76854133605957,-73.9709587097168,443.5824635524229,10.0,35.0,37.5,2.5,1.0,6.41446,0.0,23.5,0.0,40.70382881164551,-73.87916564941406,3.120959802516707,1476.0,2.0,2016.0,,,,,
16,25.0,1.6629079999999998,112.0,40.76876831054688,-73.98138427734375,1.1182730891100927,10.0,38.0,9.0,1.0,1.0,6.65727,0.0,14.0,0.0,40.759033203125,-73.98477172851562,-5.856936563557552,507.0,1.0,2016.0,,,,,
17,13.5,0.866737,60.0,40.75019645690918,-73.98877334594727,0.6309801305843374,10.0,39.0,48.0,3.0,1.0,4.6668425,0.0,28.0,0.0,40.745941162109375,-73.99372482299805,4.201119233105649,297.0,1.0,2016.0,,,,,
18,11.0,14.62177,660.0,40.74410629272461,-73.98580169677734,10.117838700188122,10.0,48.0,10.0,1.0,1.0,39.054425,0.0,44.0,0.0,40.77423095703125,-73.87271881103516,1.0734434982962937,1762.0,2.0,2016.0,,,,,
19,21.0,2.62593,165.0,40.75604248046875,-73.99822235107422,2.19286285282136,10.0,52.0,53.0,3.0,1.0,9.064824999999999,0.0,34.0,0.0,40.73781967163086,-74.00822448730469,1.1,364.0,1.0,2016.0,,,,,
20,6.0,3.623179,225.0,40.7512092590332,-73.98042297363281,2.802246231907456,10.0,53.0,47.0,6.0,2.0,11.5579475,0.0,42.0,0.0,40.735801696777344,-74.00669860839844,20.523156841927456,1291.0,2.0,2016.0,,,,,
21,9.0,2.2987330000000004,135.0,40.75736618041992,-73.97135925292969,1.535022714146542,10.0,54.0,22.0,5.0,1.0,8.2468325,0.0,0.0,0.0,40.74357604980469,-73.97261047363281,10.751739068015384,527.0,1.0,2016.0,,,,,
22,21.0,5.460258666666667,274.3333333333333,40.74124399820963,-73.98626200358073,294.5414977751735,10.0,57.0,33.333333333333336,3.6666666666666665,1.6666666666666667,16.150646666666667,0.0,29.0,0.0,40.75251007080078,-73.95447031656902,9.394546436881987,903.3333333333334,1.3333333333333333,2016.0,,,,,
23,7.0,1.113839,107.0,40.78535079956055,-73.97908020019531,826.3642136278968,10.0,59.0,31.0,3.0,1.0,5.2845975,0.0,21.0,0.0,40.78548812866211,-73.96929168701172,2.638144575921994,283.0,2.0,2016.0,,,,,
24,9.0,1.735198,103.0,40.71833038330078,-73.98835754394531,1.5110765317615062,10.0,61.0,0.0,5.0,1.0,6.837995,0.0,25.0,0.0,40.73120880126953,-73.98258209228516,9.749676571540626,447.0,2.0,2016.0,,,,,
25,13.0,3.512009,225.0,40.75503540039063,-73.97151184082031,2.9166313461258118,10.0,66.0,48.0,6.0,1.0,11.2800225,0.0,43.0,0.0,40.731964111328125,-73.9880142211914,15.541760776418531,1141.0,1.0,2016.0,,,,,
26,14.0,16.064781,720.0,40.73461532592773,-73.9884033203125,11.270884138697532,10.0,67.0,52.0,3.0,1.0,42.6619525,0.0,1.0,0.0,40.76883316040039,-73.86275482177734,10.002633536824696,1954.0,2.0,2016.0,,,,,
27,13.0,1.7288789999999998,111.0,40.77962112426758,-73.95584106445312,1.6164079999196996,10.0,69.0,35.0,6.0,1.0,6.8221975,0.0,58.0,0.0,40.76747894287109,-73.96640014648438,15.219718423266311,417.0,2.0,2016.0,,,,,
28,20.0,5.325509,300.0,40.71457290649414,-73.9905776977539,4.282284575085321,10.0,74.0,59.0,6.0,3.0,15.8137725,0.0,39.0,0.0,40.75311279296875,-73.98885345458984,19.73926073604148,1754.0,2.0,2016.0,,,,,
29,11.0,0.810566,62.0,40.7412109375,-74.00208282470703,607.064605128339,10.0,77.0,9.0,1.0,1.0,4.526415,0.0,14.0,0.0,40.746673583984375,-74.0018081665039,1.073376145471978,155.0,2.0,2016.0,,,,,
30,29.0,26.607868,1740.0,40.71685028076172,-74.00387573242188,20.304350475725872,10.0,80.0,4.0,2.0,1.0,69.01967,0.0,11.0,0.0,40.63975524902344,-73.78610229492188,5.676417553631901,3345.0,1.0,2016.0,,,,,
31,23.5,4.5270565000000005,215.0,40.77251434326172,-73.9883804321289,1.3449336740328275,10.0,82.0,18.5,6.0,1.0,13.81764125,0.0,15.5,0.0,40.76962661743164,-73.98677062988281,19.193932853242902,785.0,2.0,2016.0,,,,,
32,18.0,13.522744,525.0,40.711368560791016,-74.01521301269531,9.369589823991548,10.0,88.0,13.0,4.0,1.0,36.30686,0.0,31.0,0.0,40.77738952636719,-73.94613647460938,8.328370211309515,1255.0,1.0,2016.0,,,,,
33,4.0,3.91513,255.0,40.76401138305664,-73.95487213134766,2.642204771021915,10.0,89.0,41.0,4.0,1.0,12.287825,0.0,50.0,0.0,40.75896072387695,-73.9854507446289,5.6373295838378175,1214.0,2.0,2016.0,,,,,
34,16.0,4.820882,270.0,40.76380920410156,-73.96990966796875,3.625943295958043,10.0,90.0,21.0,5.0,5.0,14.552205,0.0,47.0,0.0,40.7964096069336,-73.9723129272461,6.887770289788738,1320.0,2.0,2016.0,,,,,
35,19.666666666666668,3.274829333333333,198.0,40.77763875325521,-73.97637430826823,2.850543218798522,10.0,91.0,51.333333333333336,2.3333333333333335,1.0,10.687073333333332,0.0,32.666666666666664,0.0,40.79148737589518,-73.95638529459636,3.358026182160659,664.6666666666666,1.3333333333333333,2016.0,,,,,
36,18.0,3.6839096666666666,220.0,40.75907897949219,-73.97773996988933,2.7641800685786806,10.0,95.0,49.0,3.0,2.6666666666666665,11.709774166666667,0.0,25.333333333333332,0.0,40.75404357910156,-73.98888905843098,9.863653482210019,698.3333333333334,2.0,2016.0,,,,,
37,27.0,3.004954,195.0,40.71031188964844,-74.00557708740234,2.077083361565522,10.0,96.0,36.0,6.0,3.0,10.012385,0.0,18.0,0.0,40.726810455322266,-73.9939956665039,20.31573869926157,752.0,1.0,2016.0,,,,,
38,30.0,1.605831,120.0,40.7318115234375,-74.00116729736328,1.2820081813715805,10.0,97.0,37.0,5.0,1.0,6.5145775,1.0,19.0,0.0,40.74331283569336,-73.9998550415039,18.36621724439856,236.0,1.0,2016.0,,,,,
39,25.0,1.1312529999999998,68.0,40.77442169189453,-73.961669921875,1.1191740880761825,10.0,98.0,14.0,1.0,1.0,5.3281325,0.0,17.0,0.0,40.78321838378906,-73.9552001953125,-5.884132257360375,281.0,2.0,2016.0,,,,,
40,27.0,2.340685,135.0,40.747169494628906,-73.98091125488281,1.9559794602607212,10.0,100.0,58.0,6.0,1.0,8.351712500000001,0.0,40.0,0.0,40.76261901855469,-73.96978759765625,20.70785309599005,455.0,2.0,2016.0,,,,,
41,17.666666666666668,2.827498,166.33333333333334,40.741259256998696,-74.00534311930339,2.2642853175703235,10.0,102.0,30.666666666666668,4.0,3.0,9.568745,0.0,32.0,0.0,40.7452023824056,-73.99510192871094,5.974162399696097,683.0,1.6666666666666667,2016.0,,,,,
42,11.0,1.140918,82.0,40.79067993164063,-73.96839904785156,926.4902014928294,10.0,105.0,56.0,1.0,2.0,5.352295,0.0,44.0,0.0,40.782711029052734,-73.97164916992188,1.0436715083199142,219.0,2.0,2016.0,,,,,
43,20.333333333333332,3.2705936666666666,195.0,40.77276865641276,-73.98698170979817,2.053881522074129,10.0,109.0,27.333333333333332,2.0,1.3333333333333333,10.676484166666668,0.3333333333333333,14.333333333333334,0.0,40.75943501790365,-73.97954813639323,-1.3062985247272767,622.6666666666666,1.6666666666666667,2016.0,,,,,
44,28.0,1.852167,113.0,40.74222946166992,-73.99053955078125,1.6269084634677542,10.0,111.0,20.0,3.0,1.0,7.1304175,1.0,22.0,0.0,40.75099563598633,-74.00597381591797,6.988822510880931,589.0,1.0,2016.0,,,,,
45,7.0,1.8326600000000002,116.0,40.755319595336914,-73.99423217773438,459.13720145055476,10.0,112.0,23.0,4.0,1.5,7.08165,0.0,25.5,0.0,40.75881004333496,-73.98875045776367,10.02352057012945,539.0,1.0,2016.0,,,,,
46,13.666666666666666,5.731565333333333,287.6666666666667,40.750345865885414,-73.96966298421223,4.834164182476338,10.0,113.0,51.666666666666664,4.0,1.0,16.828913333333333,0.0,26.333333333333332,0.0,40.76079813639323,-73.94567108154297,10.184959864387041,1185.0,1.0,2016.0,,,,,
47,23.0,2.336707,135.0,40.76448059082031,-73.97392272949219,1.7113322229062218,10.0,114.0,31.0,5.0,1.0,8.3417675,0.0,26.0,0.0,40.77188491821289,-73.95614624023438,13.835435973619491,1016.0,1.0,2016.0,,,,,
48,4.0,1.492432,100.0,40.77429962158203,-73.98896026611328,799.5573208955802,10.0,117.0,10.0,4.0,1.0,6.23108,0.0,15.0,0.0,40.76909637451172,-73.98241424560547,5.71641228210804,333.0,2.0,2016.0,,,,,
